Student ID,student_name,gender,grade,school_name,reading_score,math_score,School ID,type,size,budget
7493,Frank Campbell,M,12th,Shelton High School,79,72,2,Charter,1761,1056600
7494,William Bean,M,9th,Shelton High School,96,79,2,Charter,1761,1056600
7495,Stephanie Harris,F,12th,Shelton High School,78,98,2,Charter,1761,1056600
7496,Luis Byrd,M,11th,Shelton High School,78,83,2,Charter,1761,1056600
7497,Marcus Graham,M,10th,Shelton High School,81,82,2,Charter,1761,1056600
7498,Hannah Brown,F,11th,Shelton High School,85,96,2,Charter,1761,1056600
7499,Elizabeth Campbell,F,11th,Shelton High School,77,82,2,Charter,1761,1056600
7500,Sherri Jones,F,11th,Shelton High School,90,77,2,Charter,1761,1056600
7501,Sara Richardson,F,10th,Shelton High School,76,85,2,Charter,1761,1056600
7502,Theresa Pollard,F,11th,Shelton High School,71,92,2,Charter,1761,1056600
7503,Bobby Savage,M,9th,Shelton High School,72,83,2,Charter,1761,1056600
7504,Sarah Flores,F,11th,Shelton High School,74,90,2,Charter,1761,1056600
7505,Gregory Hampton,M,9th,Shelton High School,79,87,2,Charter,1761,1056600
7506,Lonnie Hawkins,M,11th,Shelton High School,94,73,2,Charter,1761,1056600
7507,James Reed,M,12th,Shelton High School,74,70,2,Charter,1761,1056600
7508,Robert Randolph,M,11th,Shelton High School,98,93,2,Charter,1761,1056600
7509,Jacob Andersen,M,12th,Shelton High School,96,73,2,Charter,1761,1056600
7510,Nathan Ellis,M,10th,Shelton High School,89,83,2,Charter,1761,1056600
7511,Patricia Olsen,F,11th,Shelton High School,74,89,2,Charter,1761,1056600
7512,Michael Gamble,M,9th,Shelton High School,81,83,2,Charter,1761,1056600
7513,Joshua Garrison PhD,M,12th,Shelton High School,96,88,2,Charter,1761,1056600
7514,Scott Ramirez,M,10th,Shelton High School,71,88,2,Charter,1761,1056600
7515,Krista Carrillo,F,10th,Shelton High School,69,78,2,Charter,1761,1056600
7516,Kimberly Gonzales,F,10th,Shelton High School,77,79,2,Charter,1761,1056600
7517,Felicia Schneider,F,11th,Shelton High School,87,79,2,Charter,1761,1056600
7518,Douglas Lucero,M,9th,Shelton High School,88,82,2,Charter,1761,1056600
7519,Melissa Williams,F,10th,Shelton High School,91,79,2,Charter,1761,1056600
7520,Billy Hayes,M,12th,Shelton High School,82,78,2,Charter,1761,1056600
7521,Patricia Hughes,F,12th,Shelton High School,84,99,2,Charter,1761,1056600
7522,Madison Bailey,F,12th,Shelton High School,75,80,2,Charter,1761,1056600
7523,Eric Zimmerman,M,11th,Shelton High School,97,68,2,Charter,1761,1056600
7524,Mitchell Brown,M,9th,Shelton High School,82,84,2,Charter,1761,1056600
7525,Mr. Nicholas Rodriguez DVM,M,9th,Shelton High School,92,85,2,Charter,1761,1056600
7526,Nancy Olson,F,9th,Shelton High School,87,83,2,Charter,1761,1056600
7527,Jacob Hamilton,M,9th,Shelton High School,86,74,2,Charter,1761,1056600
7528,Meagan Graves,F,12th,Shelton High School,74,90,2,Charter,1761,1056600
7529,William Frazier,M,11th,Shelton High School,89,98,2,Charter,1761,1056600
7530,Scott Shaw,M,12th,Shelton High School,89,89,2,Charter,1761,1056600
7531,Robin Williams,F,10th,Shelton High School,88,87,2,Charter,1761,1056600
7532,Aaron Fields,M,11th,Shelton High School,99,88,2,Charter,1761,1056600
7533,Stacey Greene,F,11th,Shelton High School,84,84,2,Charter,1761,1056600
7534,Lisa Dunlap,F,11th,Shelton High School,82,72,2,Charter,1761,1056600
7535,Tommy Jackson,M,9th,Shelton High School,72,87,2,Charter,1761,1056600
7536,Kaylee Casey,F,9th,Shelton High School,72,79,2,Charter,1761,1056600
7537,Lydia Jones,F,11th,Shelton High School,97,82,2,Charter,1761,1056600
7538,Danielle Hart,F,12th,Shelton High School,79,93,2,Charter,1761,1056600
7539,Lisa Hoover,F,11th,Shelton High School,73,95,2,Charter,1761,1056600
7540,David Brown,M,9th,Shelton High School,99,80,2,Charter,1761,1056600
7541,Erin Sanchez,F,11th,Shelton High School,92,97,2,Charter,1761,1056600
7542,Lisa Wiley,F,10th,Shelton High School,96,91,2,Charter,1761,1056600
7543,Rebecca Oneal,F,9th,Shelton High School,72,99,2,Charter,1761,1056600
7544,Debra Clark,F,10th,Shelton High School,96,95,2,Charter,1761,1056600
7545,Dawn Cummings,F,10th,Shelton High School,69,81,2,Charter,1761,1056600
7546,Brittney May,F,12th,Shelton High School,80,68,2,Charter,1761,1056600
7547,Jamie Ross,F,10th,Shelton High School,90,92,2,Charter,1761,1056600
7548,Laura Johnson,F,12th,Shelton High School,75,76,2,Charter,1761,1056600
7549,Cindy Boone,F,10th,Shelton High School,84,95,2,Charter,1761,1056600
7550,Leslie Huffman,F,9th,Shelton High School,77,98,2,Charter,1761,1056600
7551,Christopher Berry,M,9th,Shelton High School,85,83,2,Charter,1761,1056600
7552,Alexander Hunter,M,12th,Shelton High School,94,76,2,Charter,1761,1056600
7553,Kenneth Hayes,M,12th,Shelton High School,81,84,2,Charter,1761,1056600
7554,Kristy Garcia,F,10th,Shelton High School,84,94,2,Charter,1761,1056600
7555,Joanne Baldwin,F,9th,Shelton High School,98,73,2,Charter,1761,1056600
7556,Meghan Mcconnell,F,9th,Shelton High School,75,74,2,Charter,1761,1056600
7557,Thomas Johnson,M,9th,Shelton High School,92,69,2,Charter,1761,1056600
7558,Matthew Fletcher,M,9th,Shelton High School,78,99,2,Charter,1761,1056600
7559,Seth Wilson,M,9th,Shelton High School,70,95,2,Charter,1761,1056600
7560,Cory Greene,M,10th,Shelton High School,98,86,2,Charter,1761,1056600
7561,Miguel Lynch,M,11th,Shelton High School,87,71,2,Charter,1761,1056600
7562,William Cooper,M,9th,Shelton High School,83,93,2,Charter,1761,1056600
7563,David Ayala,M,10th,Shelton High School,72,98,2,Charter,1761,1056600
7564,Glen Beck,M,12th,Shelton High School,73,98,2,Charter,1761,1056600
7565,Daniel Stanley,M,10th,Shelton High School,80,87,2,Charter,1761,1056600
7566,Amy Morales,F,11th,Shelton High School,90,93,2,Charter,1761,1056600
7567,Michael Richardson,M,11th,Shelton High School,96,99,2,Charter,1761,1056600
7568,Chelsea Peterson,F,12th,Shelton High School,79,82,2,Charter,1761,1056600
7569,Francisco Smith,M,9th,Shelton High School,88,70,2,Charter,1761,1056600
7570,Brian Bush,M,12th,Shelton High School,74,92,2,Charter,1761,1056600
7571,Michelle Ramos,F,12th,Shelton High School,82,78,2,Charter,1761,1056600
7572,Calvin Tucker,M,10th,Shelton High School,93,99,2,Charter,1761,1056600
7573,Jason Anderson,M,11th,Shelton High School,92,80,2,Charter,1761,1056600
7574,Joshua Barron,M,12th,Shelton High School,73,81,2,Charter,1761,1056600
7575,Jessica Weber,F,9th,Shelton High School,86,76,2,Charter,1761,1056600
7576,Lisa Garcia,F,11th,Shelton High School,72,89,2,Charter,1761,1056600
7577,Zachary Vasquez,M,9th,Shelton High School,71,75,2,Charter,1761,1056600
7578,James Perez,M,9th,Shelton High School,93,96,2,Charter,1761,1056600
7579,Anne Booker,F,10th,Shelton High School,98,68,2,Charter,1761,1056600
7580,Kayla Dennis,F,9th,Shelton High School,79,92,2,Charter,1761,1056600
7581,Stephanie Rios,F,10th,Shelton High School,87,86,2,Charter,1761,1056600
7582,Barbara Duffy,F,11th,Shelton High School,92,69,2,Charter,1761,1056600
7583,Ms. Sarah Ray DVM,F,10th,Shelton High School,69,93,2,Charter,1761,1056600
7584,Patrick Johnson,M,11th,Shelton High School,98,94,2,Charter,1761,1056600
7585,Melanie Wallace,F,11th,Shelton High School,99,72,2,Charter,1761,1056600
7586,Brandon Merritt,M,12th,Shelton High School,91,88,2,Charter,1761,1056600
7587,Sherry Boyd,F,10th,Shelton High School,91,81,2,Charter,1761,1056600
7588,Derrick Cox,M,9th,Shelton High School,83,68,2,Charter,1761,1056600
7589,Emily Thompson,F,10th,Shelton High School,98,71,2,Charter,1761,1056600
7590,Pamela Kirk,F,11th,Shelton High School,92,88,2,Charter,1761,1056600
7591,Mitchell Wilson,M,9th,Shelton High School,80,79,2,Charter,1761,1056600
7592,Sean Long,M,12th,Shelton High School,72,87,2,Charter,1761,1056600
7593,Mark Frank,M,9th,Shelton High School,78,72,2,Charter,1761,1056600
7594,Kathy Stone,F,9th,Shelton High School,91,99,2,Charter,1761,1056600
7595,Eric Evans,M,9th,Shelton High School,91,89,2,Charter,1761,1056600
7596,Chris Mcguire,M,11th,Shelton High School,76,79,2,Charter,1761,1056600
7597,Angela Hernandez,F,10th,Shelton High School,75,70,2,Charter,1761,1056600
7598,Angela Hall,F,12th,Shelton High School,84,91,2,Charter,1761,1056600
7599,Jackie Sanders,F,11th,Shelton High School,84,76,2,Charter,1761,1056600
7600,Jacqueline Marshall,F,9th,Shelton High School,79,73,2,Charter,1761,1056600
7601,Gregory Mcknight,M,12th,Shelton High School,73,85,2,Charter,1761,1056600
7602,William Brown,M,12th,Shelton High School,73,98,2,Charter,1761,1056600
7603,Nicholas Pineda,M,12th,Shelton High School,72,68,2,Charter,1761,1056600
7604,Jeremy Thomas,M,12th,Shelton High School,83,76,2,Charter,1761,1056600
7605,Heather Lee,F,11th,Shelton High School,81,83,2,Charter,1761,1056600
7606,Rebecca Brown,F,12th,Shelton High School,74,91,2,Charter,1761,1056600
7607,Stacy Daniel,F,12th,Shelton High School,71,95,2,Charter,1761,1056600
7608,Kimberly Logan,F,10th,Shelton High School,97,79,2,Charter,1761,1056600
7609,Elizabeth Macias,F,9th,Shelton High School,89,99,2,Charter,1761,1056600
7610,Brianna Bowman,F,10th,Shelton High School,98,82,2,Charter,1761,1056600
7611,John Ward,M,10th,Shelton High School,96,69,2,Charter,1761,1056600
7612,Dana Compton,F,11th,Shelton High School,89,73,2,Charter,1761,1056600
7613,Larry Patterson,M,10th,Shelton High School,69,70,2,Charter,1761,1056600
7614,William Carpenter,M,9th,Shelton High School,85,98,2,Charter,1761,1056600
7615,Sierra Harris,F,12th,Shelton High School,85,81,2,Charter,1761,1056600
7616,Angel Garza,M,9th,Shelton High School,77,74,2,Charter,1761,1056600
7617,Anthony Curry,M,9th,Shelton High School,85,82,2,Charter,1761,1056600
7618,Frank Sharp,M,11th,Shelton High School,69,93,2,Charter,1761,1056600
7619,Maurice Joseph,M,11th,Shelton High School,78,81,2,Charter,1761,1056600
7620,Michelle Smith,F,12th,Shelton High School,72,91,2,Charter,1761,1056600
7621,Sarah Vasquez,F,12th,Shelton High School,90,69,2,Charter,1761,1056600
7622,Elizabeth Horton,F,11th,Shelton High School,94,73,2,Charter,1761,1056600
7623,April Harper,F,10th,Shelton High School,69,80,2,Charter,1761,1056600
7624,Melanie Chavez,F,12th,Shelton High School,79,86,2,Charter,1761,1056600
7625,Steven Alexander,M,9th,Shelton High School,84,70,2,Charter,1761,1056600
7626,Randy Carson,M,10th,Shelton High School,96,79,2,Charter,1761,1056600
7627,Russell Davis,M,10th,Hernandez High School,70,88,3,District,4635,3022020
7628,Timothy Walker,M,12th,Hernandez High School,97,93,3,District,4635,3022020
7629,Katie Johnston,F,12th,Hernandez High School,83,81,3,District,4635,3022020
7630,Joann Oconnell,F,12th,Hernandez High School,77,91,3,District,4635,3022020
7631,Sarah Alexander,F,10th,Hernandez High School,84,93,3,District,4635,3022020
7632,Kathleen Nichols,F,10th,Hernandez High School,88,81,3,District,4635,3022020
7633,Lawrence Martin,M,10th,Hernandez High School,66,71,3,District,4635,3022020
7634,Laura Callahan,F,12th,Hernandez High School,79,93,3,District,4635,3022020
7635,Natalie Rivera MD,F,9th,Hernandez High School,99,97,3,District,4635,3022020
7636,John Hunt,M,9th,Hernandez High School,97,60,3,District,4635,3022020
7637,Erika Cross,F,10th,Hernandez High School,66,99,3,District,4635,3022020
7638,Kathryn Horn,F,9th,Hernandez High School,92,81,3,District,4635,3022020
7639,Christopher Watson,M,12th,Hernandez High School,72,65,3,District,4635,3022020
7640,Craig Saunders,M,10th,Hernandez High School,72,57,3,District,4635,3022020
7641,Robert Lambert,M,9th,Hernandez High School,70,95,3,District,4635,3022020
7642,Amanda Vazquez,F,11th,Hernandez High School,63,57,3,District,4635,3022020
7643,Paul Owens,M,9th,Hernandez High School,67,55,3,District,4635,3022020
7644,Edward Carr,M,11th,Hernandez High School,98,66,3,District,4635,3022020
7645,Sarah Knapp,F,12th,Hernandez High School,75,87,3,District,4635,3022020
7646,Scott Bright,M,12th,Hernandez High School,63,96,3,District,4635,3022020
7647,Mercedes Jackson,F,12th,Hernandez High School,97,84,3,District,4635,3022020
7648,David Nichols,M,9th,Hernandez High School,95,77,3,District,4635,3022020
7649,Dr. Tracy Powell,F,9th,Hernandez High School,64,63,3,District,4635,3022020
7650,Johnny Baker,M,9th,Hernandez High School,73,93,3,District,4635,3022020
7651,Jose Lee,M,11th,Hernandez High School,80,55,3,District,4635,3022020
7652,Jessica Mcguire,F,12th,Hernandez High School,81,74,3,District,4635,3022020
7653,Rachel Patterson,F,9th,Hernandez High School,63,56,3,District,4635,3022020
7654,Carlos Maxwell,M,12th,Hernandez High School,98,97,3,District,4635,3022020
7655,Autumn Wong,F,9th,Hernandez High School,70,94,3,District,4635,3022020
7656,Angela Cardenas,F,12th,Hernandez High School,93,88,3,District,4635,3022020
7657,April Patel,F,11th,Hernandez High School,91,85,3,District,4635,3022020
7658,Mr. Jason Chavez MD,M,10th,Hernandez High School,74,76,3,District,4635,3022020
7659,Stephanie Young,F,12th,Hernandez High School,73,94,3,District,4635,3022020
7660,Jeffrey Lamb,M,12th,Hernandez High School,70,92,3,District,4635,3022020
7661,Emily Lara,F,9th,Hernandez High School,95,61,3,District,4635,3022020
7662,Autumn Velasquez,F,12th,Hernandez High School,71,83,3,District,4635,3022020
7663,Rebecca Winters,F,11th,Hernandez High School,96,80,3,District,4635,3022020
7664,Jennifer Mack,F,11th,Hernandez High School,75,74,3,District,4635,3022020
7665,Eric Smith,M,9th,Hernandez High School,63,61,3,District,4635,3022020
7666,Jessica Johnson,F,12th,Hernandez High School,80,96,3,District,4635,3022020
7667,Jordan Brown,M,9th,Hernandez High School,63,99,3,District,4635,3022020
7668,Marie Rodriguez,F,10th,Hernandez High School,93,87,3,District,4635,3022020
7669,Jerry Rodriguez,M,11th,Hernandez High School,94,74,3,District,4635,3022020
7670,Elizabeth Martinez,F,11th,Hernandez High School,84,97,3,District,4635,3022020
7671,Matthew Wise,M,9th,Hernandez High School,72,96,3,District,4635,3022020
7672,Brian Barrett,M,11th,Hernandez High School,68,60,3,District,4635,3022020
7673,Michele Clark,F,9th,Hernandez High School,90,78,3,District,4635,3022020
7674,Kyle Baker,M,10th,Hernandez High School,72,58,3,District,4635,3022020
7675,Jessica Scott,F,9th,Hernandez High School,89,74,3,District,4635,3022020
7676,Jason Cantu,M,11th,Hernandez High School,99,66,3,District,4635,3022020
7677,George Clarke,M,9th,Hernandez High School,97,59,3,District,4635,3022020
7678,Adam Bell,M,9th,Hernandez High School,85,83,3,District,4635,3022020
7679,Kelly Morales,F,9th,Hernandez High School,99,76,3,District,4635,3022020
7680,Brittany Morrison,F,9th,Hernandez High School,70,72,3,District,4635,3022020
7681,Mary Miller,F,10th,Hernandez High School,68,69,3,District,4635,3022020
7682,David Wilson,M,12th,Hernandez High School,83,85,3,District,4635,3022020
7683,Charles Murphy,M,12th,Hernandez High School,63,93,3,District,4635,3022020
7684,Steven Chang,M,9th,Hernandez High School,83,70,3,District,4635,3022020
7685,Robert Torres,M,10th,Hernandez High School,88,71,3,District,4635,3022020
7686,Amanda Johnson,F,9th,Hernandez High School,87,88,3,District,4635,3022020
7687,Thomas Guerrero,M,11th,Hernandez High School,68,67,3,District,4635,3022020
7688,Mark Wilson,M,12th,Hernandez High School,76,61,3,District,4635,3022020
7689,Jill Reed,F,9th,Hernandez High School,74,65,3,District,4635,3022020
7690,Tammy Fuller,F,10th,Hernandez High School,84,63,3,District,4635,3022020
7691,Christine Diaz,F,12th,Hernandez High School,73,98,3,District,4635,3022020
7692,Jamie Thomas,F,10th,Hernandez High School,78,75,3,District,4635,3022020
7693,Matthew Freeman,M,11th,Hernandez High School,69,66,3,District,4635,3022020
7694,Charles Le,M,11th,Hernandez High School,87,66,3,District,4635,3022020
7695,Jorge Bennett,M,9th,Hernandez High School,69,62,3,District,4635,3022020
7696,Mrs. Leslie Mathews,F,12th,Hernandez High School,73,55,3,District,4635,3022020
7697,Mary Jones,F,11th,Hernandez High School,63,67,3,District,4635,3022020
7698,Stephen Sandoval,M,11th,Hernandez High School,88,89,3,District,4635,3022020
7699,Shannon Diaz,F,9th,Hernandez High School,84,97,3,District,4635,3022020
7700,Jeffrey Thompson,M,12th,Hernandez High School,68,96,3,District,4635,3022020
7701,Michael Richards,M,9th,Hernandez High School,90,89,3,District,4635,3022020
7702,Joshua Leonard,M,12th,Hernandez High School,76,83,3,District,4635,3022020
7703,Brian Riley,M,10th,Hernandez High School,63,78,3,District,4635,3022020
7704,Julia Dodson,F,9th,Hernandez High School,69,84,3,District,4635,3022020
7705,Ryan Butler,M,11th,Hernandez High School,82,73,3,District,4635,3022020
7706,Nathaniel Moore,M,12th,Hernandez High School,92,73,3,District,4635,3022020
7707,Stephanie Johnson,F,9th,Hernandez High School,68,82,3,District,4635,3022020
7708,Colleen Flores,F,11th,Hernandez High School,99,88,3,District,4635,3022020
7709,Robert Gray,M,12th,Hernandez High School,64,63,3,District,4635,3022020
7710,Ashley Hull,F,9th,Hernandez High School,65,55,3,District,4635,3022020
7711,Julie Stafford,F,9th,Hernandez High School,74,80,3,District,4635,3022020
7712,Mary Sosa,F,10th,Hernandez High School,91,89,3,District,4635,3022020
7713,Andrew Ward,M,10th,Hernandez High School,68,98,3,District,4635,3022020
7714,Stephanie Gibson,F,9th,Hernandez High School,91,85,3,District,4635,3022020
7715,Jake Henson,M,11th,Hernandez High School,77,95,3,District,4635,3022020
7716,Shelia Johnson,F,11th,Hernandez High School,68,69,3,District,4635,3022020
7717,Alexandria Woods,F,10th,Hernandez High School,68,79,3,District,4635,3022020
7718,Sara Torres,F,11th,Hernandez High School,89,66,3,District,4635,3022020
7719,John Shepard,M,12th,Hernandez High School,73,96,3,District,4635,3022020
7720,Danielle Smith,F,11th,Hernandez High School,66,59,3,District,4635,3022020
7721,Margaret Johnson,F,9th,Hernandez High School,88,74,3,District,4635,3022020
7722,Jeffrey Ware,M,10th,Hernandez High School,93,70,3,District,4635,3022020
7723,Eric Salinas,M,10th,Hernandez High School,79,73,3,District,4635,3022020
7724,Amy Garrett,F,9th,Hernandez High School,79,83,3,District,4635,3022020
7725,Kathryn Porter,F,10th,Hernandez High School,95,69,3,District,4635,3022020
7726,Sandra Anderson,F,10th,Hernandez High School,71,68,3,District,4635,3022020
7727,Kristopher West,M,12th,Hernandez High School,80,98,3,District,4635,3022020
7728,Marilyn Pugh,F,10th,Hernandez High School,66,70,3,District,4635,3022020
7729,Patrick Hill,M,12th,Hernandez High School,99,75,3,District,4635,3022020
7730,Charlene Wilkins,F,11th,Hernandez High School,70,83,3,District,4635,3022020
7731,Michael Mathews,M,9th,Hernandez High School,72,87,3,District,4635,3022020
7732,Karen Dudley,F,12th,Hernandez High School,92,67,3,District,4635,3022020
7733,Heather Medina,F,9th,Hernandez High School,87,73,3,District,4635,3022020
7734,Jimmy King,M,10th,Hernandez High School,97,60,3,District,4635,3022020
7735,Christine Williams,F,12th,Hernandez High School,94,66,3,District,4635,3022020
7736,Chad Oconnor,M,9th,Hernandez High School,68,68,3,District,4635,3022020
7737,Kimberly Rocha,F,12th,Hernandez High School,80,79,3,District,4635,3022020
7738,Tammy Garcia,F,11th,Hernandez High School,85,64,3,District,4635,3022020
7739,Paul Perez,M,11th,Hernandez High School,65,84,3,District,4635,3022020
7740,Laurie Shelton,F,9th,Hernandez High School,72,68,3,District,4635,3022020
7741,Lindsey Lee,F,9th,Hernandez High School,79,97,3,District,4635,3022020
7742,Susan Martin,F,9th,Hernandez High School,63,86,3,District,4635,3022020
7743,Noah Santana,M,12th,Hernandez High School,63,69,3,District,4635,3022020
7744,Amber Silva,F,9th,Hernandez High School,64,78,3,District,4635,3022020
7745,Brittany Keller,F,10th,Hernandez High School,80,93,3,District,4635,3022020
7746,Dana Colon,F,11th,Hernandez High School,66,90,3,District,4635,3022020
7747,Michael Berry,M,11th,Hernandez High School,86,89,3,District,4635,3022020
7748,Robin Walker,F,12th,Hernandez High School,77,60,3,District,4635,3022020
7749,Chad Mcbride,M,9th,Hernandez High School,64,60,3,District,4635,3022020
7750,Carlos Gill,M,10th,Hernandez High School,81,77,3,District,4635,3022020
7751,Glenn Smith,M,12th,Hernandez High School,90,60,3,District,4635,3022020
7752,Patrick Newman DDS,M,10th,Hernandez High School,93,61,3,District,4635,3022020
7753,Ryan Rodriguez,M,9th,Hernandez High School,83,79,3,District,4635,3022020
7754,Ryan Pearson,M,12th,Hernandez High School,86,66,3,District,4635,3022020
7755,John Yang,M,10th,Hernandez High School,92,83,3,District,4635,3022020
7756,Maria Hurley,F,9th,Hernandez High School,68,90,3,District,4635,3022020
7757,Felicia Jones,F,11th,Hernandez High School,96,99,3,District,4635,3022020
7758,Tyler Franklin,M,11th,Hernandez High School,84,72,3,District,4635,3022020
7759,Sabrina Rhodes,F,9th,Hernandez High School,92,80,3,District,4635,3022020
7760,Connor Adams,M,11th,Hernandez High School,91,86,3,District,4635,3022020
7761,Laurie Johnson,F,11th,Hernandez High School,67,99,3,District,4635,3022020
7762,Jamie Hart,F,12th,Hernandez High School,90,94,3,District,4635,3022020
7763,Michelle Vasquez,F,9th,Hernandez High School,67,59,3,District,4635,3022020
7764,Jeffery Nguyen,M,9th,Hernandez High School,68,75,3,District,4635,3022020
7765,Amy Wright,F,11th,Hernandez High School,93,97,3,District,4635,3022020
7766,Cathy Jones,F,10th,Hernandez High School,70,92,3,District,4635,3022020
7767,Jerome Spencer,M,9th,Hernandez High School,69,67,3,District,4635,3022020
7768,Matthew Stark,M,10th,Hernandez High School,68,77,3,District,4635,3022020
7769,Alexandra Jones,F,10th,Hernandez High School,67,79,3,District,4635,3022020
7770,Adam Ochoa,M,10th,Hernandez High School,63,64,3,District,4635,3022020
7771,Andrew Garrett,M,9th,Hernandez High School,96,99,3,District,4635,3022020
7772,Matthew Scott,M,9th,Hernandez High School,84,61,3,District,4635,3022020
7773,Nancy Carpenter,F,9th,Hernandez High School,80,69,3,District,4635,3022020
7774,Alyssa Cummings,F,9th,Hernandez High School,86,87,3,District,4635,3022020
7775,Kirsten Brock,F,9th,Hernandez High School,71,86,3,District,4635,3022020
7776,Kevin Santos,M,12th,Hernandez High School,81,69,3,District,4635,3022020
7777,Sarah Carlson,F,10th,Hernandez High School,86,57,3,District,4635,3022020
7778,Erin Steele,F,9th,Hernandez High School,73,94,3,District,4635,3022020
7779,Denise Jones,F,11th,Hernandez High School,75,62,3,District,4635,3022020
7780,Edwin Thornton,M,10th,Hernandez High School,81,82,3,District,4635,3022020
7781,Tammy Dodson,F,10th,Hernandez High School,82,72,3,District,4635,3022020
7782,Adam Kirby,M,9th,Hernandez High School,80,77,3,District,4635,3022020
7783,Kathleen Valdez,F,12th,Hernandez High School,69,62,3,District,4635,3022020
7784,Jordan Cox,M,11th,Hernandez High School,74,99,3,District,4635,3022020
7785,Paul Gilbert,M,11th,Hernandez High School,66,59,3,District,4635,3022020
7786,Jeremy Mcdonald,M,9th,Hernandez High School,75,64,3,District,4635,3022020
7787,Heather Ferguson,F,9th,Hernandez High School,83,62,3,District,4635,3022020
7788,Victoria Burgess,F,10th,Hernandez High School,77,61,3,District,4635,3022020
7789,Steve Burke,M,9th,Hernandez High School,82,62,3,District,4635,3022020
7790,Ashley Williams,F,9th,Hernandez High School,70,82,3,District,4635,3022020
7791,Maureen Pennington,F,12th,Hernandez High School,87,56,3,District,4635,3022020
7792,Heather Morales,F,11th,Hernandez High School,99,64,3,District,4635,3022020
7793,Dwayne Vazquez,M,11th,Hernandez High School,63,74,3,District,4635,3022020
7794,Michael Brown,M,9th,Hernandez High School,70,90,3,District,4635,3022020
7795,Thomas Powell,M,10th,Hernandez High School,95,98,3,District,4635,3022020
7796,Denise Mason,F,12th,Hernandez High School,96,82,3,District,4635,3022020
7797,Yvonne Williams,F,10th,Hernandez High School,92,55,3,District,4635,3022020
7798,Kellie Harrington,F,10th,Hernandez High School,83,80,3,District,4635,3022020
7799,Kristin Oconnell,F,9th,Hernandez High School,92,96,3,District,4635,3022020
7800,James Knight,M,10th,Hernandez High School,84,79,3,District,4635,3022020
7801,Samantha Carter,F,10th,Hernandez High School,85,76,3,District,4635,3022020
7802,Lori Cooper,F,12th,Hernandez High School,71,95,3,District,4635,3022020
7803,Derek Sanchez,M,10th,Hernandez High School,95,98,3,District,4635,3022020
7804,Barry Edwards,M,9th,Hernandez High School,68,63,3,District,4635,3022020
7805,Elizabeth Ruiz,F,10th,Hernandez High School,69,72,3,District,4635,3022020
7806,Elaine House,F,10th,Hernandez High School,89,58,3,District,4635,3022020
7807,Daniel Johnson,M,9th,Hernandez High School,64,85,3,District,4635,3022020
7808,Nicole Banks,F,11th,Hernandez High School,99,80,3,District,4635,3022020
7809,Kevin Thompson,M,9th,Hernandez High School,68,77,3,District,4635,3022020
7810,Alyssa Reynolds,F,11th,Hernandez High School,69,57,3,District,4635,3022020
7811,Joanna Reynolds,F,10th,Hernandez High School,86,90,3,District,4635,3022020
7812,Monique Ortiz,F,11th,Hernandez High School,89,91,3,District,4635,3022020
7813,Dustin Elliott,M,10th,Hernandez High School,69,96,3,District,4635,3022020
7814,Joseph Anderson,M,9th,Hernandez High School,93,77,3,District,4635,3022020
7815,Melissa Freeman,F,9th,Hernandez High School,64,55,3,District,4635,3022020
7816,Brittany Browning,F,11th,Hernandez High School,84,99,3,District,4635,3022020
7817,Rebecca Torres,F,11th,Hernandez High School,96,68,3,District,4635,3022020
7818,Robert Casey,M,11th,Hernandez High School,92,67,3,District,4635,3022020
7819,Melissa Bowers,F,12th,Hernandez High School,84,97,3,District,4635,3022020
7820,Ann Ball,F,11th,Hernandez High School,86,99,3,District,4635,3022020
7821,James Anderson,M,11th,Hernandez High School,84,78,3,District,4635,3022020
7822,Michael Brooks,M,9th,Hernandez High School,81,56,3,District,4635,3022020
7823,Alejandro Schmidt,M,9th,Hernandez High School,97,95,3,District,4635,3022020
7824,Jennifer Blackwell,F,11th,Hernandez High School,88,82,3,District,4635,3022020
7825,William Bowman,M,12th,Hernandez High School,90,85,3,District,4635,3022020
7826,Brooke Mcfarland,F,9th,Hernandez High School,82,72,3,District,4635,3022020
7827,Jennifer Ford,F,9th,Hernandez High School,88,62,3,District,4635,3022020
7828,James Williams,M,11th,Hernandez High School,64,95,3,District,4635,3022020
7829,Kara Hicks,F,9th,Hernandez High School,87,66,3,District,4635,3022020
7830,Allison Barker,F,9th,Hernandez High School,70,91,3,District,4635,3022020
7831,Sonya Davis,F,12th,Hernandez High School,76,90,3,District,4635,3022020
7832,Thomas Watson,M,9th,Hernandez High School,84,57,3,District,4635,3022020
7833,Kyle Chan,M,10th,Hernandez High School,73,82,3,District,4635,3022020
7834,Tammy Kelly,F,10th,Hernandez High School,69,78,3,District,4635,3022020
7835,Shannon Griffin,F,9th,Hernandez High School,89,82,3,District,4635,3022020
7836,Brian Anderson,M,10th,Hernandez High School,91,73,3,District,4635,3022020
7837,Chad Frank,M,12th,Hernandez High School,65,97,3,District,4635,3022020
7838,Bradley Brown,M,11th,Hernandez High School,99,59,3,District,4635,3022020
7839,Leah Pierce,F,9th,Hernandez High School,76,75,3,District,4635,3022020
7840,Brittany Stephens,F,11th,Hernandez High School,69,79,3,District,4635,3022020
7841,Matthew Cunningham,M,9th,Hernandez High School,90,96,3,District,4635,3022020
7842,Travis Ruiz,M,9th,Hernandez High School,71,81,3,District,4635,3022020
